Date,Home Team,Away Team,Home Score,Away Score,Winning Team,Losing Team,Point Differential
"Sun, Apr 7, 2024",Orlando Magic,Chicago Bulls,113,98,Orlando Magic,Chicago Bulls,15
"Sun, Apr 7, 2024",Phoenix Suns,New Orleans Pelicans,105,113,New Orleans Pelicans,Phoenix Suns,8
"Sun, Apr 7, 2024",Toronto Raptors,Washington Wizards,130,122,Toronto Raptors,Washington Wizards,8
"Sun, Apr 7, 2024",Milwaukee Bucks,New York Knicks,109,122,New York Knicks,Milwaukee Bucks,13
"Sun, Apr 7, 2024",San Antonio Spurs,Philadelphia 76ers,126,133,Philadelphia 76ers,San Antonio Spurs,7
"Sun, Apr 7, 2024",Brooklyn Nets,Sacramento Kings,77,107,Sacramento Kings,Brooklyn Nets,30
"Sun, Apr 7, 2024",Golden State Warriors,Utah Jazz,118,110,Golden State Warriors,Utah Jazz,8
"Sun, Apr 7, 2024",Los Angeles Lakers,Minnesota Timberwolves,117,127,Minnesota Timberwolves,Los Angeles Lakers,10
"Tue, Apr 9, 2024",Charlotte Hornets,Dallas Mavericks,104,130,Dallas Mavericks,Charlotte Hornets,26
"Tue, Apr 9, 2024",Philadelphia 76ers,Detroit Pistons,120,102,Philadelphia 76ers,Detroit Pistons,18
"Tue, Apr 9, 2024",Toronto Raptors,Indiana Pacers,123,140,Indiana Pacers,Toronto Raptors,17
"Tue, Apr 9, 2024",Atlanta Hawks,Miami Heat,111,117,Miami Heat,Atlanta Hawks,6
"Tue, Apr 9, 2024",Milwaukee Bucks,Boston Celtics,104,91,Milwaukee Bucks,Boston Celtics,13
"Tue, Apr 9, 2024",Chicago Bulls,New York Knicks,117,128,New York Knicks,Chicago Bulls,11
"Tue, Apr 9, 2024",Houston Rockets,Orlando Magic,118,106,Houston Rockets,Orlando Magic,12
"Tue, Apr 9, 2024",Memphis Grizzlies,San Antonio Spurs,87,102,San Antonio Spurs,Memphis Grizzlies,15
"Tue, Apr 9, 2024",Minnesota Timberwolves,Washington Wizards,130,121,Minnesota Timberwolves,Washington Wizards,9
"Tue, Apr 9, 2024",Oklahoma City Thunder,Sacramento Kings,112,105,Oklahoma City Thunder,Sacramento Kings,7
"Tue, Apr 9, 2024",Utah Jazz,Denver Nuggets,95,111,Denver Nuggets,Utah Jazz,16
"Tue, Apr 9, 2024",Los Angeles Lakers,Golden State Warriors,120,134,Golden State Warriors,Los Angeles Lakers,14
"Tue, Apr 9, 2024",Phoenix Suns,Los Angeles Clippers,92,105,Los Angeles Clippers,Phoenix Suns,13
"Tue, Apr 9, 2024",Portland Trail Blazers,New Orleans Pelicans,100,110,New Orleans Pelicans,Portland Trail Blazers,10
"Wed, Apr 10, 2024",Cleveland Cavaliers,Memphis Grizzlies,110,98,Cleveland Cavaliers,Memphis Grizzlies,12
"Wed, Apr 10, 2024",Atlanta Hawks,Charlotte Hornets,114,115,Charlotte Hornets,Atlanta Hawks,1
"Wed, Apr 10, 2024",Brooklyn Nets,Toronto Raptors,106,102,Brooklyn Nets,Toronto Raptors,4
"Wed, Apr 10, 2024",Miami Heat,Dallas Mavericks,92,111,Dallas Mavericks,Miami Heat,19
"Wed, Apr 10, 2024",Milwaukee Bucks,Orlando Magic,117,99,Milwaukee Bucks,Orlando Magic,18
"Wed, Apr 10, 2024",Oklahoma City Thunder,San Antonio Spurs,127,89,Oklahoma City Thunder,San Antonio Spurs,38
"Wed, Apr 10, 2024",Denver Nuggets,Minnesota Timberwolves,116,107,Denver Nuggets,Minnesota Timberwolves,9
"Wed, Apr 10, 2024",Los Angeles Clippers,Phoenix Suns,108,124,Phoenix Suns,Los Angeles Clippers,16
"Thu, Apr 11, 2024",Detroit Pistons,Chicago Bulls,105,127,Chicago Bulls,Detroit Pistons,22
"Thu, Apr 11, 2024",Boston Celtics,New York Knicks,109,118,New York Knicks,Boston Celtics,9
"Thu, Apr 11, 2024",Utah Jazz,Houston Rockets,124,121,Utah Jazz,Houston Rockets,3
"Thu, Apr 11, 2024",Portland Trail Blazers,Golden State Warriors,92,100,Golden State Warriors,Portland Trail Blazers,8
"Thu, Apr 11, 2024",Sacramento Kings,New Orleans Pelicans,123,135,New Orleans Pelicans,Sacramento Kings,12
"Fri, Apr 12, 2024",Philadelphia 76ers,Orlando Magic,125,113,Philadelphia 76ers,Orlando Magic,12
"Fri, Apr 12, 2024",Washington Wizards,Chicago Bulls,127,129,Chicago Bulls,Washington Wizards,2
"Fri, Apr 12, 2024",Boston Celtics,Charlotte Hornets,131,98,Boston Celtics,Charlotte Hornets,33
"Fri, Apr 12, 2024",Cleveland Cavaliers,Indiana Pacers,129,120,Cleveland Cavaliers,Indiana Pacers,9
"Fri, Apr 12, 2024",New York Knicks,Brooklyn Nets,111,107,New York Knicks,Brooklyn Nets,4
"Fri, Apr 12, 2024",Memphis Grizzlies,Los Angeles Lakers,120,123,Los Angeles Lakers,Memphis Grizzlies,3
"Fri, Apr 12, 2024",Miami Heat,Toronto Raptors,125,103,Miami Heat,Toronto Raptors,22
"Fri, Apr 12, 2024",Minnesota Timberwolves,Atlanta Hawks,109,106,Minnesota Timberwolves,Atlanta Hawks,3
"Fri, Apr 12, 2024",Oklahoma City Thunder,Milwaukee Bucks,125,107,Oklahoma City Thunder,Milwaukee Bucks,18
"Fri, Apr 12, 2024",San Antonio Spurs,Denver Nuggets,121,120,San Antonio Spurs,Denver Nuggets,1
"Fri, Apr 12, 2024",Dallas Mavericks,Detroit Pistons,89,107,Detroit Pistons,Dallas Mavericks,18
"Fri, Apr 12, 2024",Golden State Warriors,New Orleans Pelicans,109,114,New Orleans Pelicans,Golden State Warriors,5
"Fri, Apr 12, 2024",Portland Trail Blazers,Houston Rockets,107,116,Houston Rockets,Portland Trail Blazers,9
"Fri, Apr 12, 2024",Los Angeles Clippers,Utah Jazz,109,110,Utah Jazz,Los Angeles Clippers,1
"Fri, Apr 12, 2024",Sacramento Kings,Phoenix Suns,107,108,Phoenix Suns,Sacramento Kings,1
"Sun, Apr 14, 2024",Boston Celtics,Washington Wizards,132,122,Boston Celtics,Washington Wizards,10
"Sun, Apr 14, 2024",Cleveland Cavaliers,Charlotte Hornets,110,120,Charlotte Hornets,Cleveland Cavaliers,10
"Sun, Apr 14, 2024",Indiana Pacers,Atlanta Hawks,157,115,Indiana Pacers,Atlanta Hawks,42
"Sun, Apr 14, 2024",Miami Heat,Toronto Raptors,118,103,Miami Heat,Toronto Raptors,15
"Sun, Apr 14, 2024",New York Knicks,Chicago Bulls,120,119,New York Knicks,Chicago Bulls,1
"Sun, Apr 14, 2024",Orlando Magic,Milwaukee Bucks,113,88,Orlando Magic,Milwaukee Bucks,25
"Sun, Apr 14, 2024",Philadelphia 76ers,Brooklyn Nets,107,86,Philadelphia 76ers,Brooklyn Nets,21
"Sun, Apr 14, 2024",Golden State Warriors,Utah Jazz,123,116,Golden State Warriors,Utah Jazz,7
"Sun, Apr 14, 2024",Los Angeles Clippers,Houston Rockets,105,116,Houston Rockets,Los Angeles Clippers,11
"Sun, Apr 14, 2024",Memphis Grizzlies,Denver Nuggets,111,126,Denver Nuggets,Memphis Grizzlies,15
"Sun, Apr 14, 2024",Minnesota Timberwolves,Phoenix Suns,106,125,Phoenix Suns,Minnesota Timberwolves,19
"Sun, Apr 14, 2024",New Orleans Pelicans,Los Angeles Lakers,108,124,Los Angeles Lakers,New Orleans Pelicans,16
"Sun, Apr 14, 2024",Oklahoma City Thunder,Dallas Mavericks,135,86,Oklahoma City Thunder,Dallas Mavericks,49
"Sun, Apr 14, 2024",Sacramento Kings,Portland Trail Blazers,121,82,Sacramento Kings,Portland Trail Blazers,39
"Sun, Apr 14, 2024",San Antonio Spurs,Detroit Pistons,123,95,San Antonio Spurs,Detroit Pistons,28
"Tue, Apr 16, 2024",New Orleans Pelicans,Los Angeles Lakers,106,110,Los Angeles Lakers,New Orleans Pelicans,4
"Tue, Apr 16, 2024",Sacramento Kings,Golden State Warriors,118,94,Sacramento Kings,Golden State Warriors,24
"Wed, Apr 17, 2024",Philadelphia 76ers,Miami Heat,105,104,Philadelphia 76ers,Miami Heat,1
"Wed, Apr 17, 2024",Chicago Bulls,Atlanta Hawks,131,116,Chicago Bulls,Atlanta Hawks,15
"Fri, Apr 19, 2024",Miami Heat,Chicago Bulls,112,91,Miami Heat,Chicago Bulls,21
"Fri, Apr 19, 2024",New Orleans Pelicans,Sacramento Kings,105,98,New Orleans Pelicans,Sacramento Kings,7
